"","qseqid","species","seq_percID","top_perc","diff","taxonomic_level","taxon"
"631","ASV_0008","Sebastes variegatus",95.783,95.783,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"632","ASV_0008","Sebastes wilsoni",95.758,95.783,0.0250000000000057,"genus","Sebastes emphaeus_variegatus_wilsoni"
"633","ASV_0010","Sebastes emphaeus",99.394,99.394,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"634","ASV_0010","Sebastes variegatus",99.394,99.394,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"635","ASV_0023","Sebastes emphaeus",99.394,99.394,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"636","ASV_0023","Sebastes wilsoni",99.394,99.394,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"637","ASV_0028","Sebastes emphaeus",100,100,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"638","ASV_0028","Sebastes variegatus",100,100,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"639","ASV_0031","Sebastes variegatus",95.181,95.181,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"640","ASV_0031","Sebastes wilsoni",95.152,95.181,0.0289999999999964,"genus","Sebastes emphaeus_variegatus_wilsoni"
"641","ASV_0071","Sebastes ciliatus_variabilis",100,100,0,"genus","Sebastes ciliatus_variabilis"
"642","ASV_0071","Sebastes variabilis",100,100,0,"genus","Sebastes ciliatus_variabilis"
"643","ASV_0077","Sebastes ciliatus",100,100,0,"genus","Sebastes ciliatus_variabilis"
"644","ASV_0077","Sebastes ciliatus_variabilis",100,100,0,"genus","Sebastes ciliatus_variabilis"
"645","ASV_0082","Sebastes emphaeus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"646","ASV_0082","Sebastes wilsoni",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"647","ASV_0088","Sebastes emphaeus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"648","ASV_0088","Sebastes variegatus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"649","ASV_0098","Sebastes emphaeus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"650","ASV_0098","Sebastes wilsoni",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"651","ASV_0110","Sebastes variegatus",95.181,95.181,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"652","ASV_0110","Sebastes wilsoni",95.152,95.181,0.0289999999999964,"genus","Sebastes emphaeus_variegatus_wilsoni"
"653","ASV_0141","Sebastes emphaeus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"654","ASV_0141","Sebastes variegatus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"655","ASV_0170","Sebastes emphaeus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"656","ASV_0170","Sebastes variegatus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"657","ASV_0280","Sebastes diaconus",96.364,96.364,0,"genus","Sebastes diaconus_entomelas"
"658","ASV_0280","Sebastes entomelas",96.364,96.364,0,"genus","Sebastes diaconus_entomelas"
"659","ASV_0290","Sebastes emphaeus",99.394,99.394,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"660","ASV_0290","Sebastes variegatus",99.394,99.394,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"661","ASV_0306","Sebastes variegatus",96.386,96.386,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"662","ASV_0306","Sebastes wilsoni",96.364,96.386,0.0219999999999914,"genus","Sebastes emphaeus_variegatus_wilsoni"
"663","ASV_0306","Sebastes zacentrus",96.364,96.386,0.0219999999999914,"genus","Sebastes emphaeus_variegatus_wilsoni"
"664","ASV_0323","Sebastes diaconus",95.152,95.152,0,"genus","Sebastes diaconus_entomelas"
"665","ASV_0323","Sebastes entomelas",95.152,95.152,0,"genus","Sebastes diaconus_entomelas"
"666","ASV_0401","Sebastes emphaeus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"667","ASV_0401","Sebastes variegatus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"668","ASV_0427","Sebastes ciliatus",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"669","ASV_0427","Sebastes ciliatus_variabilis",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"670","ASV_0431","Sebastes ciliatus_variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"671","ASV_0431","Sebastes variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"672","ASV_0440","Sebastes variegatus",95.783,95.783,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"673","ASV_0440","Sebastes wilsoni",95.758,95.783,0.0250000000000057,"genus","Sebastes emphaeus_variegatus_wilsoni"
"674","ASV_0440","Sebastes zacentrus",95.758,95.783,0.0250000000000057,"genus","Sebastes emphaeus_variegatus_wilsoni"
"675","ASV_0468","Sebastes emphaeus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"676","ASV_0468","Sebastes variegatus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"677","ASV_0481","Sebastes ciliatus",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"678","ASV_0481","Sebastes ciliatus_variabilis",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"679","ASV_0495","Sebastes ciliatus",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"680","ASV_0495","Sebastes ciliatus_variabilis",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"681","ASV_0508","Sebastes ciliatus_variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"682","ASV_0508","Sebastes variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"683","ASV_0527","Sebastes variegatus",95.808,95.808,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"684","ASV_0527","Sebastes wilsoni",95.783,95.808,0.0250000000000057,"genus","Sebastes emphaeus_variegatus_wilsoni"
"685","ASV_0530","Sebastes ciliatus_variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"686","ASV_0530","Sebastes variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"687","ASV_0538","Sebastes ciliatus",98.773,98.773,0,"genus","Sebastes ciliatus_variabilis"
"688","ASV_0538","Sebastes ciliatus_variabilis",98.773,98.773,0,"genus","Sebastes ciliatus_variabilis"
"689","ASV_0544","Sebastes ciliatus",98.16,98.16,0,"genus","Sebastes ciliatus_variabilis"
"690","ASV_0544","Sebastes ciliatus_variabilis",98.16,98.16,0,"genus","Sebastes ciliatus_variabilis"
"691","ASV_0567","Sebastes ciliatus",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"692","ASV_0567","Sebastes ciliatus_variabilis",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"693","ASV_0589","Sebastes ciliatus_variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"694","ASV_0589","Sebastes variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"695","ASV_0621","Sebastes ciliatus",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"696","ASV_0621","Sebastes ciliatus_variabilis",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"697","ASV_0628","Sebastes emphaeus",99.394,99.394,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"698","ASV_0628","Sebastes variegatus",99.394,99.394,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"699","ASV_0638","Sebastes emphaeus",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"700","ASV_0638","Sebastes wilsoni",98.788,98.788,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"701","ASV_0643","Sebastes variegatus",95.783,95.783,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"702","ASV_0643","Sebastes wilsoni",95.758,95.783,0.0250000000000057,"genus","Sebastes emphaeus_variegatus_wilsoni"
"703","ASV_0652","Sebastes ciliatus",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"704","ASV_0652","Sebastes ciliatus_variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"705","ASV_0731","Sebastes ciliatus_variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"706","ASV_0731","Sebastes variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"707","ASV_0754","Sebastes ciliatus_variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"708","ASV_0754","Sebastes variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"709","ASV_0792","Sebastes variegatus",95.783,95.783,0,"genus","Sebastes emphaeus_variegatus_wilsoni"
"710","ASV_0792","Sebastes wilsoni",95.758,95.783,0.0250000000000057,"genus","Sebastes emphaeus_variegatus_wilsoni"
"711","ASV_0792","Sebastes zacentrus",95.758,95.783,0.0250000000000057,"genus","Sebastes emphaeus_variegatus_wilsoni"
"712","ASV_0814","Sebastes ciliatus",97.546,97.546,0,"genus","Sebastes ciliatus_variabilis"
"713","ASV_0814","Sebastes ciliatus_variabilis",97.546,97.546,0,"genus","Sebastes ciliatus_variabilis"
"714","ASV_0840","Sebastes ciliatus_variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"715","ASV_0840","Sebastes variabilis",99.39,99.39,0,"genus","Sebastes ciliatus_variabilis"
"716","ASV_0855","Sebastes ciliatus_variabilis",98.171,98.171,0,"genus","Sebastes ciliatus_variabilis"
"717","ASV_0855","Sebastes variabilis",98.171,98.171,0,"genus","Sebastes ciliatus_variabilis"
"718","ASV_0884","Sebastes ciliatus_variabilis",96.951,96.951,0,"genus","Sebastes ciliatus_variabilis"
"719","ASV_0884","Sebastes variabilis",96.951,96.951,0,"genus","Sebastes ciliatus_variabilis"
"720","ASV_0901","Sebastes ciliatus",100,100,0,"genus","Sebastes ciliatus_variabilis"
"721","ASV_0901","Sebastes ciliatus_variabilis",100,100,0,"genus","Sebastes ciliatus_variabilis"
"722","ASV_0931","Sebastes ciliatus",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
"723","ASV_0931","Sebastes ciliatus_variabilis",99.387,99.387,0,"genus","Sebastes ciliatus_variabilis"
